axis:latitude,axis:longitude,axis:reftime,axis:time,data:VHM0,data:VHM0_SW1,data:VHM0_SW2,data:VHM0_WW,data:VMDR,data:VMDR_SW1,data:VMDR_SW2,data:VMDR_WW,data:VPED,data:VSDX,data:VSDY,data:VTM01_SW1,data:VTM01_SW2,data:VTM01_WW,data:VTM02,data:VTM10,data:VTPK
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T06:00:00",1.899999976158142,1.2999999523162842,0.8499999642372131,0.949999988079071,350.30999755859375,8.200003623962402,181.25999450683594,329.16998291015625,7.500003814697266,0.04999999701976776,-0.08999999612569809,6.190000057220459,6.549999713897705,3.809999942779541,5.190000057220459,6.799999713897705,7.909999847412109
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T09:00:00",1.7999999523162842,1.399999976158142,0.8100000023841858,0.699999988079071,352.739990234375,358.1300048828125,181.22000122070312,332.260009765625,7.500003814697266,0.03999999910593033,-0.07999999821186066,5.710000038146973,6.549999713897705,3.319999933242798,5.190000057220459,6.799999713897705,7.730000019073486
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T12:00:00",1.6999999284744263,1.3199999332427979,0.7099999785423279,0.4099999964237213,355.82000732421875,6.100003719329834,189.05999755859375,333.69000244140625,7.500003814697266,0.029999999329447746,-0.07000000029802322,5.730000019073486,6.769999980926514,2.5899999141693115,5.230000019073486,6.849999904632568,7.62999963760376
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T15:00:00",1.5999999046325684,1.2799999713897705,0.6299999952316284,0.17999999225139618,359.010009765625,6.020003795623779,195.24000549316406,305.20001220703125,7.500003814697266,0.019999999552965164,-0.04999999701976776,5.599999904632568,6.71999979019165,1.8700000047683716,5.369999885559082,6.960000038146973,7.589999675750732
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T18:00:00",1.5099999904632568,1.2999999523162842,0.5600000023841858,0.0,2.480004072189331,359.510009765625,199.8199920654297,288.2099914550781,7.500003814697266,0.019999999552965164,-0.03999999910593033,5.46999979019165,6.809999942779541,0.0,5.589999675750732,7.139999866485596,7.62999963760376
49.5,-50.5,"2021-09-03T00:00:00","2021-09-06T21:00:00",1.459999918937683,1.2599999904632568,0.5299999713897705,0.0,5.630003929138184,1.1500040292739868,200.0699920654297,262.92999267578125,7.500003814697266,0.009999999776482582,-0.029999999329447746,5.739999771118164,6.779999732971191,0.0,5.849999904632568,7.409999847412109,7.759999752044678
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T00:00:00",1.4399999380111694,1.2300000190734863,0.5199999809265137,0.0,8.510004043579102,1.6800040006637573,197.72000122070312,206.4499969482422,7.500003814697266,0.009999999776482582,-0.019999999552965164,6.079999923706055,6.589999675750732,0.0,6.179999828338623,7.730000019073486,8.09999942779541
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T03:00:00",1.4199999570846558,1.2200000286102295,0.47999998927116394,0.04999999701976776,10.810004234313965,3.2600040435791016,197.25,207.8199920654297,7.500003814697266,0.009999999776482582,-0.009999999776482582,6.440000057220459,6.46999979019165,1.5,6.5,8.050000190734863,8.489999771118164
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T06:00:00",1.4199999570846558,1.1999999284744263,0.4399999976158142,0.26999998092651367,11.360003471374512,4.58000373840332,196.64999389648438,201.3300018310547,7.500003814697266,0.019999999552965164,0.029999999329447746,6.769999980926514,6.299999713897705,2.059999942779541,5.789999961853027,8.09000015258789,8.809999465942383
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T09:00:00",1.4299999475479126,1.1699999570846558,0.3999999761581421,0.3700000047683716,12.760004043579102,5.260004043579102,195.60000610351562,182.02999877929688,7.500003814697266,0.009999999776482582,0.03999999910593033,6.980000019073486,6.230000019073486,2.4600000381469727,5.489999771118164,7.980000019073486,8.989999771118164
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T12:00:00",1.4399999380111694,1.1100000143051147,0.4099999964237213,0.6100000143051147,19.17000389099121,5.36000394821167,148.30999755859375,180.82000732421875,7.500003814697266,0.0,0.07000000029802322,7.089999675750732,10.929999351501465,2.990000009536743,5.059999942779541,7.62999963760376,9.069999694824219
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T15:00:00",1.5099999904632568,1.0199999809265137,0.429999977350235,0.8799999952316284,82.17000579833984,5.11000394821167,150.32000732421875,175.5,7.500003814697266,-0.009999999776482582,0.08999999612569809,7.12999963760376,10.819999694824219,3.509999990463257,4.730000019073486,7.039999961853027,9.050000190734863
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T18:00:00",1.6299999952316284,0.9099999666213989,0.26999998092651367,1.1699999570846558,162.80999755859375,4.770003795623779,224.20999145507812,174.85000610351562,7.500003814697266,-0.009999999776482582,0.10999999940395355,7.159999847412109,4.980000019073486,4.009999752044678,4.639999866485596,6.509999752044678,8.989999771118164
49.5,-50.5,"2021-09-03T00:00:00","2021-09-07T21:00:00",1.8299999237060547,0.7699999809265137,0.47999998927116394,1.4800000190734863,170.58999633789062,3.220003843307495,228.42999267578125,172.77999877929688,172.5,-0.019999999552965164,0.12999999523162842,7.019999980926514,4.980000019073486,4.460000038146973,4.710000038146973,6.239999771118164,5.619999885559082
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T00:00:00",2.109999895095825,0.6200000047683716,0.5799999833106995,1.8399999141693115,172.52000427246094,1.6900039911270142,227.17999267578125,171.6699981689453,172.5,-0.029999999329447746,0.14999999105930328,6.909999847412109,5.569999694824219,4.900000095367432,4.909999847412109,6.230000019073486,6.170000076293945
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T03:00:00",2.3499999046325684,0.3799999952316284,0.3700000047683716,2.1399998664855957,176.80999755859375,235.88999938964844,224.22000122070312,176.9600067138672,187.5,-0.019999999552965164,0.17000000178813934,5.829999923706055,7.109999656677246,5.279999732971191,5.119999885559082,6.409999847412109,6.670000076293945
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T06:00:00",2.5899999141693115,0.6100000143051147,0.3100000023841858,2.379999876022339,186.67999267578125,115.30000305175781,236.47000122070312,190.91000366210938,202.5,0.019999999552965164,0.17999999225139618,5.079999923706055,7.859999656677246,5.679999828338623,5.409999847412109,6.71999979019165,7.21999979019165
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T09:00:00",2.4700000286102295,1.0699999332427979,0.6699999570846558,1.8299999237060547,192.83999633789062,218.69000244140625,158.1300048828125,199.97999572753906,217.5,0.03999999910593033,0.14000000059604645,7.119999885559082,6.989999771118164,5.289999961853027,5.579999923706055,7.0,7.519999980926514
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T12:00:00",2.2100000381469727,1.709999918937683,0.9399999976158142,0.7899999618530273,192.25,205.5399932861328,148.02999877929688,204.1999969482422,202.9600067138672,0.029999999329447746,0.10999999940395355,6.190000057220459,4.96999979019165,3.4800000190734863,5.569999694824219,7.109999656677246,7.519999980926514
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T15:00:00",1.909999966621399,1.5899999141693115,0.35999998450279236,0.28999999165534973,188.60000610351562,200.9600067138672,180.49000549316406,229.6199951171875,202.5,0.029999999329447746,0.07999999821186066,5.62999963760376,14.34999942779541,2.25,5.489999771118164,7.239999771118164,7.389999866485596
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T18:00:00",1.6799999475479126,1.3199999332427979,0.3799999952316284,0.09999999403953552,184.5,202.6199951171875,182.97000122070312,255.00999450683594,187.5,0.019999999552965164,0.04999999701976776,5.349999904632568,14.389999389648438,1.6299999952316284,5.489999771118164,7.509999752044678,7.25
49.5,-50.5,"2021-09-03T00:00:00","2021-09-08T21:00:00",1.5499999523162842,1.1999999284744263,0.4099999964237213,0.14999999105930328,181.4199981689453,197.55999755859375,184.55999755859375,240.10000610351562,187.5,0.009999999776482582,0.03999999910593033,5.329999923706055,14.329999923706055,1.8600000143051147,5.559999942779541,7.919999599456787,7.239999771118164
49.5,-50.5,"2021-09-03T00:00:00","2021-09-09T00:00:00",1.5099999904632568,1.1100000143051147,0.6499999761581421,0.26999998092651367,179.97999572753906,195.9499969482422,164.0800018310547,207.8800048828125,187.5,0.019999999552965164,0.04999999701976776,5.549999713897705,10.09000015258789,2.2200000286102295,5.569999694824219,8.289999961853027,7.460000038146973
49.5,-50.5,"2021-09-03T00:00:00","2021-09-09T03:00:00",1.5,1.0099999904632568,0.6899999976158142,0.38999998569488525,179.05999755859375,190.0800018310547,165.74000549316406,211.0,187.5,0.019999999552965164,0.05999999865889549,5.819999694824219,10.059999465942383,2.569999933242798,5.489999771118164,8.519999504089355,7.5
49.5,-50.5,"2021-09-03T00:00:00","2021-09-09T06:00:00",1.4900000095367432,0.7199999690055847,0.5,0.5,179.3699951171875,166.1699981689453,188.83999633789062,212.86000061035156,187.5,0.029999999329447746,0.07000000029802322,9.90999984741211,14.609999656677246,2.7799999713897705,5.289999961853027,8.679999351501465,12.559999465942383
